Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Generic Job Title,Professional/ Occupational Group,Payscale Minimum (£),Payscale Maximum (£),Number of Posts in FTE
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Lewisham and Southwark,HMPPS35,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Lewisham and Southwark,HMPPS35,NPS (No Equivalent),NPS.AT Support Worker Band3,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Lewisham and Southwark,HMPPS35,NPS (No Equivalent),NPS.Business Manager Band4,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Lewisham and Southwark,HMPPS35,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,12.5
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Lewisham and Southwark,HMPPS35,NPS (No Equivalent),NPS.Manager - Other,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Lewisham and Southwark,HMPPS35,NPS (No Equivalent),NPS.MAPPA Administrator,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Lewisham and Southwark,HMPPS35,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,36.02973
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Lewisham and Southwark,HMPPS35,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,46.10727
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Lewisham and Southwark,HMPPS35,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,6
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Lewisham and Southwark,HMPPS35,NPS (No Equivalent),Operation Delivery\.Team Leader/Supervisor2.,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Liverpool North, South and Sefton",HMPPS21,NPS (No Equivalent),NPS.Head of Operational Function,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Liverpool North, South and Sefton",HMPPS50,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Liverpool North, South and Sefton",HMPPS50,NPS (No Equivalent),NPS.Administrator - Support Staff,Operational Delivery,NA,NA,0.4
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Liverpool North, South and Sefton",HMPPS50,NPS (No Equivalent),NPS.Business Manager Band4,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Liverpool North, South and Sefton",HMPPS50,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,30.44594
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Liverpool North, South and Sefton",HMPPS50,NPS (No Equivalent),NPS.Operations - Other,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Liverpool North, South and Sefton",HMPPS50,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,61.15947
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Liverpool North, South and Sefton",HMPPS50,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,50.7054
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Liverpool North, South and Sefton",HMPPS50,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,3
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Liverpool North, South and Sefton",HMPPS50,NPS (No Equivalent),NPS.Senior Administrator - Operations,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Liverpool North, South and Sefton",HMPPS50,NPS (No Equivalent),NPS.Senior Manager - Operations,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Liverpool North, South and Sefton",HMPPS50,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,10.41081
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS21,NPS (No Equivalent),NPS.Head of Operational Function,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.Administrator - Operations,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.Administrator - Support Staff,Operational Delivery,NA,NA,2.43244
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.Business Manager Band4,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,27.53404
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.Diary Manager Band3,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.Manager - Other,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.Manager - Support Staff,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.MAPPA Administrator,Operational Delivery,NA,NA,4.17243
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.Operations - Other,Operational Delivery,NA,NA,1.54595
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.PD Case Administrator,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.PD Senior Administration Officer,Operational Delivery,NA,NA,0.67568
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,77.66674
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,56.18433
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.Psychology,Psychology,NA,NA,0.62162
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,4
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,14
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS50,NPS (No Equivalent),Other.Senior Manager,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS57,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS8,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Manchester, Salford and Trafford",HMPPS8,NPS (No Equivalent),NPS.Senior Manager - Operations,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Mid, North and West Essex",HMPPS21,NPS (No Equivalent),NPS.Head of Operational Function,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Mid, North and West Essex",HMPPS29,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,0.5
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Mid, North and West Essex",HMPPS58,NPS (No Equivalent),NPS.Administrator - Support Staff,Operational Delivery,NA,NA,1.5
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Mid, North and West Essex",HMPPS58,NPS (No Equivalent),NPS.Business Manager Band4,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Mid, North and West Essex",HMPPS58,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,13.01081
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Mid, North and West Essex",HMPPS58,NPS (No Equivalent),NPS.Diary Manager Band3,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Mid, North and West Essex",HMPPS58,NPS (No Equivalent),NPS.PD Probation Service Officer,Operational Delivery,NA,NA,1.81081
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Mid, North and West Essex",HMPPS58,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,27.57568
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Mid, North and West Essex",HMPPS58,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,34.4973
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Mid, North and West Essex",HMPPS58,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,1.6
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Mid, North and West Essex",HMPPS58,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,8.41081
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS21,NPS (No Equivalent),NPS.Head of Operational Function,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS38,NPS (No Equivalent),NPS.Practice Tutor Assessor,Operational Delivery,NA,NA,0.5
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS38,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS38,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS58,NPS (No Equivalent),Administration - General.,Operational Delivery,NA,NA,0.60811
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS58,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,4.70811
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS58,NPS (No Equivalent),NPS.Administrator - Operations,Operational Delivery,NA,NA,8.3166
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS58,NPS (No Equivalent),NPS.Administrator - Support Staff,Operational Delivery,NA,NA,2.31081
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS58,NPS (No Equivalent),NPS.Business Manager Band4,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS58,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,15.54379
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS58,NPS (No Equivalent),NPS.MAPPA Administrator,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS58,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,52.29622
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS58,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,63.71622
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS58,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,1.56757
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS58,NPS (No Equivalent),NPS.Senior Operational Support Manager,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS58,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,8
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Norfolk and Suffolk,HMPPS58,NPS (No Equivalent),NPS.Support Staff - Other,Operational Delivery,NA,NA,0.89189
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North and North East Lincolnshire,HMPPS12,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North and North East Lincolnshire,HMPPS12,NPS (No Equivalent),NPS.Administrator - Operations,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North and North East Lincolnshire,HMPPS12,NPS (No Equivalent),NPS.Administrator - Support Staff,Operational Delivery,NA,NA,3.24324
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North and North East Lincolnshire,HMPPS12,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,12.51621
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North and North East Lincolnshire,HMPPS12,NPS (No Equivalent),NPS.Diary Manager Band3,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North and North East Lincolnshire,HMPPS12,NPS (No Equivalent),NPS.Manager - Other,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North and North East Lincolnshire,HMPPS12,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,22.58108
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North and North East Lincolnshire,HMPPS12,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,19
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North and North East Lincolnshire,HMPPS12,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,1.94595
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North and North East Lincolnshire,HMPPS12,NPS (No Equivalent),NPS.Senior Administrator - Operations,Operational Delivery,NA,NA,1.36487
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North and North East Lincolnshire,HMPPS12,NPS (No Equivalent),NPS.Senior Administrator - Other,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North and North East Lincolnshire,HMPPS12,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,4.6
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North and North East Lincolnshire,HMPPS21,NPS (No Equivalent),NPS.Head of Operational Function,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS12,NPS (No Equivalent),Administration - General.,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS12,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS12,NPS (No Equivalent),NPS.Administrator - Operations,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS12,NPS (No Equivalent),NPS.Administrator - Support Staff,Operational Delivery,NA,NA,3
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS12,NPS (No Equivalent),NPS.Business Manager Band4,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS12,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,16.3973
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS12,NPS (No Equivalent),NPS.Diary Manager Band3,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS12,NPS (No Equivalent),NPS.Manager - Operations,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS12,NPS (No Equivalent),NPS.MAPPA Administrator,Operational Delivery,NA,NA,2.5
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS12,NPS (No Equivalent),NPS.MAPPA Co-ordinator,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS12,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,46.54189
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS12,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,37.54054
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS12,NPS (No Equivalent),NPS.Senior Operational Support Manager,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS12,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,7.5
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS16,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS21,NPS (No Equivalent),NPS.Senior Manager - Operations,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North of Tyne,HMPPS21,NPS (No Equivalent),NPS.Senior Manager - Other,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS31,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS31,NPS (No Equivalent),NPS.Administrator - Operations,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS31,NPS (No Equivalent),NPS.AT Support Worker Band1,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS31,NPS (No Equivalent),NPS.Business Manager Band4,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS31,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,16.63783
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS31,NPS (No Equivalent),NPS.Diary Manager Band3,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS31,NPS (No Equivalent),NPS.Manager - Support Staff,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS31,NPS (No Equivalent),NPS.PD Probation Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS31,NPS (No Equivalent),NPS.Practice Tutor Assessor,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS31,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,40.03702
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS31,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,27.2
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS31,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,0.59459
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS31,NPS (No Equivalent),NPS.Senior Administrator - Support Staff,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS31,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,5.86486
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS5,NPS (No Equivalent),NPS.Head of Operational Function,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS60,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,6.81081
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North Wales,HMPPS60,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,1.78378
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North West Lancashire,HMPPS21,NPS (No Equivalent),NPS.Head of Operational Function,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North West Lancashire,HMPPS38,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North West Lancashire,HMPPS50,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,4
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North West Lancashire,HMPPS50,NPS (No Equivalent),NPS.Administrator - Operations,Operational Delivery,NA,NA,1.91892
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North West Lancashire,HMPPS50,NPS (No Equivalent),NPS.Administrator - Support Staff,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North West Lancashire,HMPPS50,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,25.44865
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North West Lancashire,HMPPS50,NPS (No Equivalent),NPS.MAPPA Administrator,Operational Delivery,NA,NA,4.4
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North West Lancashire,HMPPS50,NPS (No Equivalent),NPS.MAPPA Co-ordinator,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North West Lancashire,HMPPS50,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,60.17864
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North West Lancashire,HMPPS50,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,45.43784
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North West Lancashire,HMPPS50,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,3
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North West Lancashire,HMPPS50,NPS (No Equivalent),NPS.Senior Operational Support Manager,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster North West Lancashire,HMPPS50,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,12.5
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS21,NPS (No Equivalent),NPS.Head of Operational Function,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS29,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS29,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS58,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS58,NPS (No Equivalent),NPS.Business Manager Band4,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS58,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,11.32432
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS58,NPS (No Equivalent),NPS.Diary Manager Band3,Operational Delivery,NA,NA,0.64865
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS58,NPS (No Equivalent),NPS.Manager - Other,Operational Delivery,NA,NA,0.64865
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS58,NPS (No Equivalent),NPS.MAPPA Administrator,Operational Delivery,NA,NA,1.81081
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS58,NPS (No Equivalent),NPS.MAPPA Co-ordinator,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS58,NPS (No Equivalent),NPS.Operations - Other,Operational Delivery,NA,NA,0.59459
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS58,NPS (No Equivalent),NPS.PD Probation Officer,Operational Delivery,NA,NA,0.37838
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS58,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,26.71621
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS58,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,33.85135
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS58,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Northamptonshire,HMPPS58,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,5
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Nottinghamshire,HMPPS21,NPS (No Equivalent),NPS.Head of Operational Function,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Nottinghamshire,HMPPS29,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Nottinghamshire,HMPPS29,NPS (No Equivalent),NPS.Administrator - Operations,Operational Delivery,NA,NA,4.81081
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Nottinghamshire,HMPPS29,NPS (No Equivalent),NPS.Administrator - Support Staff,Operational Delivery,NA,NA,1.7973
